GC	start	end	Chromosome	type	Entrezgene
57.83	136862119	136866308	9	protein_coding	8721
42.92	125442881	125592568	11	protein_coding	105369550
42.92	125442881	125592568	11	protein_coding	9638
34.32	80458635	80512064	7	protein_coding	346562
49.97	49299170	49327492	10	protein_coding	118461
40.13	45972489	46003742	10	protein_coding	100287932
44.44	46080248	46104334	18	protein_coding	498
48.53	23350791	23354771	20	protein_coding	29107
45.95	46112749	46112822	22	miRNA	406883
77.17	46113566	46113657	22	miRNA	100616143
53.01	46113686	46113768	22	miRNA	406884
46.40	46150521	46243755	22	protein_coding	5465
70.42	136886733	136886803	9	miRNA	100616480
44.84	23362182	23373062	20	protein_coding	64412
51.24	45984610	45984810	10	snoRNA	109616974
38.43	111808516	111821773	7	lncRNA	100506413
45.56	46033307	46048180	10	protein_coding	4477
56.53	136401922	136410614	9	protein_coding	10807
39.28	30558809	30577766	X	protein_coding	80231
42.07	43211791	43269530	19	protein_coding	5678
35.06	81953719	81993136	12	lncRNA	101928449
40.72	23374519	23421519	20	protein_coding	63908
40.95	65314	82327	HSCHRX_2_CTG12	protein_coding	50945
44.75	67440998	67442559	12	lncRNA	102724433
42.38	24558087	24672677	X	protein_coding	9468
54.87	57144620	57147619	12	lncRNA	105751187
39.48	108883975	108884587	7	lncRNA	154907
37.80	96278261	96400480	12	protein_coding	5128
56.94	46244011	46250311	22	protein_coding	150383
35.83	118214669	118496171	7	protein_coding	56311
35.38	66042500	66050718	1	lncRNA	101927139
39.82	88027205	88064252	2	protein_coding	51315
44.92	45631148	45691281	15	protein_coding	58472
35.25	78889764	79282124	1	protein_coding	64123
53.09	7337	7417	HSCHRX_1_CTG14	miRNA	406897
45.87	8539	8647	HSCHRX_1_CTG14	miRNA	768215
50.62	9530	9610	HSCHRX_1_CTG14	miRNA	406898
55.90	381298	384871	HSCHRX_1_CTG14	protein_coding	4105
55.90	381298	384871	HSCHRX_1_CTG14	protein_coding	4102
46.22	38814	46870	2	protein_coding	642273
39.83	69123512	69174412	10	protein_coding	9559
55.87	329721	333742	HSCHRX_1_CTG14	protein_coding	266740
55.87	329721	333742	HSCHRX_1_CTG14	protein_coding	4101
39.28	32548	70997	HSCHR8_7_CTG7	protein_coding	56169
45.70	154445997	154461053	5	protein_coding	79685
40.71	108023548	108130361	7	protein_coding	22798
40.42	349874	356164	HSCHRX_1_CTG14	protein_coding	158511
47.14	85061213	85067347	2	lncRNA	100996478
55.14	345939	349852	HSCHRX_1_CTG14	protein_coding	4111
54.45	42553617	42574382	22	protein_coding	253190
59.54	63050057	63057836	2	protein_coding	5013
43.29	26824	56786	HSCHR6_1_CTG4	protein_coding	55780
43.33	442184	445947	HSCHRX_1_CTG14	protein_coding	1069
45.97	446157	484919	HSCHRX_1_CTG14	protein_coding	50814
42.73	24650073	24658237	X	lncRNA	100874088
56.91	604014	609306	HSCHRX_1_CTG14	protein_coding	114824
38.80	24693873	24996986	X	protein_coding	5422
55.74	313891	317471	HSCHRX_1_CTG14	protein_coding	4105
55.74	313891	317471	HSCHRX_1_CTG14	protein_coding	4102
46.61	63992	74027	HSCHR6_1_CTG4	lncRNA	401288
51.79	513257	588671	HSCHRX_1_CTG14	protein_coding	7739
47.53	65523	78075	HSCHR6_1_CTG4	lncRNA	80069
36.46	22338381	22379503	11	protein_coding	57084
38.54	15316	26789	HSCHR6_1_CTG4	protein_coding	6991
36.95	112302478	112332791	3	lncRNA	105374042
36.41	148940941	148942415	4	lncRNA	105377480
56.49	137764315	137766334	3	protein_coding	8403
47.45	180830326	180839742	5	lncRNA	729678
45.04	23426104	23444930	20	protein_coding	128817
42.94	23927285	24004909	2	protein_coding	165324
41.87	150870376	150905439	3	protein_coding	646951
48.14	23450403	23452876	20	protein_coding	140880
49.43	342622	349782	HSCHRX_1_CTG14	lncRNA	100130935
35.73	174829668	174978180	4	protein_coding	11086
63.09	136428619	136439845	9	protein_coding	56623
45.48	32875925	32971991	19	protein_coding	84902
41.80	69180234	69209099	10	protein_coding	6832
63.62	136483495	136486067	9	lncRNA	158055
50.86	37251086	37261819	20	protein_coding	2691
38.89	63423596	63550051	3	lncRNA	100874016
40.42	116574482	116611200	5	lncRNA	105379132
37.37	105447796	105552433	9	protein_coding	83856
42.99	141851549	141861168	3	lncRNA	105374134
50.99	24189149	24195687	14	protein_coding	10548
34.61	117678693	117691005	3	lncRNA	105374057
39.51	117453817	117569858	6	protein_coding	285761
58.41	30092314	30096915	16	protein_coding	83719
40.47	67717931	67744531	17	protein_coding	25926
46.42	139846779	140043299	5	protein_coding	9542
33.97	28020619	28108156	11	protein_coding	81930
37.90	149738472	149752495	3	protein_coding	51122
39.29	9067825	9504593	20	protein_coding	5332
40.24	85186409	85187253	2	lncRNA	100874334
38.94	67929235	67970017	12	lncRNA	101927922
38.66	104659337	104666858	2	lncRNA	105373526
38.58	100028455	100142874	12	protein_coding	23074
45.14	21985	70597	HSCHR9_1_CTG2	protein_coding	320
37.78	107382715	107748270	2	lncRNA	105373538
43.51	29192774	29921586	2	protein_coding	238
41.25	46104378	46128333	18	protein_coding	115106
37.32	177309874	177362936	4	protein_coding	55247
44.45	78652829	79441030	11	protein_coding	26011
48.09	67740669	67740799	17	snoRNA	100124536
48.67	69215333	69232490	10	lncRNA	101928994
39.77	50424380	50514421	15	protein_coding	9101
36.07	63635802	63779336	6	protein_coding	23469
42.36	38874069	38881587	1	protein_coding	81025
47.95	69220332	69267552	10	protein_coding	80201
36.67	111070071	111275563	3	protein_coding	25945
36.68	176213673	176277571	4	protein_coding	140458
45.25	56643159	56657247	19	protein_coding	147670
53.57	30104810	30113537	16	protein_coding	79153
54.60	56661980	56671783	19	protein_coding	90485
41.69	105554035	105558304	9	lncRNA	105376199
51.20	105662457	105663124	9	protein_coding	6887
46.58	68420948	68457513	17	protein_coding	55062
35.53	83865024	83999150	1	protein_coding	79739
53.16	87966441	87974753	9	protein_coding	23552
56.15	43353686	43363172	19	protein_coding	57126
51.45	69451465	69507666	10	protein_coding	23555
50.36	24205696	24208362	14	protein_coding	283629
38.01	176184579	176195585	4	protein_coding	132851
49.11	129612116	129617269	11	lncRNA	101929557
56.36	30114105	30123506	16	protein_coding	5595
53.86	82363206	82367420	6	protein_coding	7162
40.25	169154	170343	HSCHRX_2_CTG14	protein_coding	389898
37.35	112206695	112343934	7	protein_coding	11179
45.84	122655722	122814473	11	protein_coding	84959
34.62	24744441	24744570	X	scaRNA	677773
54.62	25003694	25016420	X	protein_coding	170302
35.52	118943073	118948241	3	lncRNA	100506765
39.87	116267760	116279930	6	protein_coding	7259
39.73	100385009	100464921	6	protein_coding	6492
50.74	24209615	24213830	14	protein_coding	29082
41.46	64092236	64445476	3	protein_coding	166336
42.38	45800581	45967329	18	protein_coding	57724
31.99	171289475	171298267	4	lncRNA	101928288
43.88	68424451	68424548	17	miRNA	693220
35.64	176683538	176792922	4	protein_coding	7424
40.21	17615035	17706925	6	protein_coding	9972
45.09	19648136	19685760	17	protein_coding	224
52.00	42615244	42615393	22	snRNA	267010
45.06	42639803	42640601	22	protein_coding	267020
51.94	40778216	40796942	19	protein_coding	53916
52.39	42692121	42721298	22	protein_coding	53947
42.06	123882920	123885670	11	protein_coding	338661
36.34	163110073	163166890	4	protein_coding	92345
40.53	21242232	21526112	18	protein_coding	80000
50.75	24213943	24216070	14	protein_coding	145553
39.83	160393148	160400054	5	protein_coding	63920
49.34	108288044	108339317	12	protein_coding	1240
45.00	42796502	42858106	22	protein_coding	26286
43.21	24146225	24149654	X	lncRNA	100873922
32.77	148076432	148089134	3	lncRNA	100507461
41.15	309838	310865	HSCHR6_MHC_APD_CTG1	protein_coding	26692
41.03	125591712	125625215	11	protein_coding	3703
57.07	101170496	101180293	7	protein_coding	375607
45.55	572356	573321	HSCHR6_MHC_APD_CTG1	protein_coding	442191
44.66	168586	189574	HSCHR6_MHC_APD_CTG1	protein_coding	5987
36.66	85546539	85742029	9	protein_coding	23287
40.80	63634967	63809274	X	protein_coding	23229
56.18	69630247	69633596	10	protein_coding	219738
45.54	157081738	157088547	3	lncRNA	105374177
51.58	162114	162906	HSCHR6_MHC_APD_CTG1	lncRNA	414760
41.00	260409	270941	HSCHR6_MHC_APD_CTG1	protein_coding	282890
45.25	138178719	138187723	5	protein_coding	10112
58.22	6753	59448	HSCHRX_2_CTG3	protein_coding	28227
57.51	795087	799235	HSCHR6_MHC_APD_CTG1	lncRNA	100507362
43.00	351930	352936	HSCHR6_MHC_APD_CTG1	protein_coding	442184
48.40	2386020	2392461	HSCHR6_MHC_APD_CTG1	lncRNA	285834
51.13	183321764	183322426	4	protein_coding	100132463
35.19	120273175	120750337	7	protein_coding	3751
34.69	176875688	176908031	4	lncRNA	105377556
55.49	2918703	2921488	HSCHR6_MHC_APD_CTG1	protein_coding	7940
44.50	24213955	24232352	14	protein_coding	100528064
36.34	102012840	102062149	12	protein_coding	51019
36.11	110662644	111562517	7	protein_coding	83943
38.60	27397121	27414368	10	protein_coding	374308
37.33	152779937	152918463	4	protein_coding	27236
45.62	377511	378446	HSCHR6_MHC_APD_CTG1	protein_coding	442186
49.65	2827449	2843674	HSCHR6_MHC_APD_CTG1	protein_coding	4277
38.69	147393422	147510293	3	protein_coding	7545
56.47	55229779	55259017	19	protein_coding	22870
45.76	1410041	1419029	HSCHR6_MHC_APD_CTG1	protein_coding	10107
56.24	1328358	1333979	HSCHR6_MHC_APD_CTG1	protein_coding	80352
50.07	2313218	2319398	HSCHR6_MHC_APD_CTG1	protein_coding	394263
44.33	1369808	1372814	HSCHR6_MHC_APD_CTG1	lncRNA	104533120
41.24	27168135	27243046	10	protein_coding	91452
52.47	2909113	2910915	HSCHR6_MHC_APD_CTG1	protein_coding	7124
43.95	70447284	70554193	2	protein_coding	7039
39.10	691169	722731	HSCHR6_MHC_APD_CTG1	protein_coding	26531
45.71	922690	938080	HSCHR6_MHC_APD_CTG1	protein_coding	4340
43.50	24216857	24232367	14	protein_coding	4738
35.48	532565	532719	HSCHR6_MHC_APD_CTG1	lncRNA	101929006
52.53	938191	938841	HSCHR6_MHC_APD_CTG1	protein_coding	346171
37.32	688274	697631	HSCHR6_MHC_APD_CTG1	lncRNA	81696
42.14	438929	440200	HSCHR6_MHC_APD_CTG1	protein_coding	26707
44.35	140505611	140508789	3	lncRNA	101927808
46.76	43650149	43705518	1	protein_coding	9682
56.24	1092579	1096751	HSCHR6_MHC_APD_CTG1	protein_coding	3135
47.55	140404058	140427974	7	protein_coding	401409
45.86	128064778	128153914	3	protein_coding	8607
45.26	366573	367511	HSCHR6_MHC_APD_CTG1	unprocessed_pseudogene	442185
49.96	1988978	2002543	HSCHR6_MHC_APD_CTG1	protein_coding	8449
54.94	24249114	24264432	14	protein_coding	7051
50.15	167155247	167157980	6	protein_coding	2853
42.02	5261044	5829192	6	protein_coding	10667
58.85	3160360	3162874	HSCHR6_MHC_APD_CTG1	protein_coding	3304
44.88	821307	898877	HSCHR6_MHC_APD_CTG1	protein_coding	2550
45.71	1053511	1060283	HSCHR6_MHC_MCF_CTG1	lncRNA	352962
39.07	143851375	143902198	7	protein_coding	9747
36.19	33578219	33751195	18	protein_coding	80816
48.43	2397575	2404006	HSCHR6_MHC_MCF_CTG1	lncRNA	285834
45.08	4117787	4122072	HSCHR6_MHC_APD_CTG1	protein_coding	3112
51.71	162286	163076	HSCHR6_MHC_MCF_CTG1	lncRNA	414760
46.49	168757	189744	HSCHR6_MHC_MCF_CTG1	protein_coding	5987
49.81	853148	854731	HSCHR6_MHC_APD_CTG1	protein_coding	7932
41.23	1492088	1655624	HSCHR6_MHC_APD_CTG1	lncRNA	414778
45.62	2359750	2364549	HSCHR6_MHC_APD_CTG1	lncRNA	100507679
51.85	2921474	2925564	HSCHR6_MHC_APD_CTG1	protein_coding	259197
41.15	309955	310982	HSCHR6_MHC_MCF_CTG1	protein_coding	26692
43.00	352037	353043	HSCHR6_MHC_MCF_CTG1	protein_coding	442184
41.40	366346	367618	HSCHR6_MHC_MCF_CTG1	protein_coding	442185
37.52	3722741	3725917	HSCHR6_MHC_APD_CTG1	lncRNA	414764
45.99	377630	378403	HSCHR6_MHC_MCF_CTG1	protein_coding	442186
41.98	439040	440311	HSCHR6_MHC_MCF_CTG1	protein_coding	26707
50.58	3500814	3510698	HSCHR6_MHC_APD_CTG1	protein_coding	10554
41.45	38743599	38751494	2	protein_coding	6432
45.45	572513	573478	HSCHR6_MHC_MCF_CTG1	protein_coding	442191
36.21	621056	697336	HSCHR6_MHC_MCF_CTG1	protein_coding	81696
37.18	638936	715469	HSCHR6_MHC_MCF_CTG1	protein_coding	81797
45.65	661929	662997	HSCHR6_MHC_MCF_CTG1	protein_coding	26529
45.93	682648	683594	HSCHR6_MHC_MCF_CTG1	unprocessed_pseudogene	26530
39.07	690872	722445	HSCHR6_MHC_MCF_CTG1	protein_coding	26531
37.42	115578642	115626161	5	protein_coding	100302736
36.26	71794232	71837012	1	lncRNA	100852409
49.13	1324801	1328425	HSCHR6_MHC_APD_CTG1	protein_coding	6992
50.00	704675	706346	HSCHR6_MHC_MCF_CTG1	protein_coding	442194
43.93	58882868	58931897	1	lncRNA	105378753
41.35	722555	729702	HSCHR6_MHC_MCF_CTG1	protein_coding	26716
54.67	3406268	3418718	HSCHR6_MHC_APD_CTG1	protein_coding	7148
51.03	99606774	99615578	6	protein_coding	59336
47.12	1421286	1430776	HSCHR6_MHC_APD_CTG1	protein_coding	89870
49.78	752140	753276	HSCHR6_MHC_MCF_CTG1	protein_coding	116511
52.93	42615730	42720870	22	protein_coding	1727
47.65	762884	775931	HSCHR6_MHC_MCF_CTG1	lncRNA	105375009
57.58	794802	798950	HSCHR6_MHC_MCF_CTG1	lncRNA	100507362
38.67	74537835	74545430	12	protein_coding	552889
44.79	1658802	1676380	HSCHR6_MHC_APD_CTG1	protein_coding	202658
44.79	1658802	1676380	HSCHR6_MHC_APD_CTG1	protein_coding	79897
43.56	821016	825329	HSCHR6_MHC_MCF_CTG1	protein_coding	10537
44.85	821016	898553	HSCHR6_MHC_MCF_CTG1	protein_coding	2550
42.44	127652194	128092609	7	protein_coding	27044
40.95	101745499	101830959	12	protein_coding	79158
36.47	85649417	85708433	1	protein_coding	54680
39.93	15522807	15663058	6	protein_coding	84062
48.67	3142241	3147687	HSCHR6_MHC_APD_CTG1	protein_coding	3305
35.57	100535374	100586741	5	protein_coding	345757
58.63	3480957	3486972	HSCHR6_MHC_APD_CTG1	protein_coding	100507547
58.63	3480957	3486972	HSCHR6_MHC_APD_CTG1	protein_coding	80863
47.91	24290598	24299780	14	protein_coding	115817
57.45	2861266	2862781	HSCHR6_MHC_APD_CTG1	protein_coding	401250
48.84	2057212	2060006	HSCHR6_MHC_APD_CTG1	protein_coding	10211
50.00	847644	847727	HSCHR6_MHC_MCF_CTG1	snoRNA	692092
49.87	852850	854433	HSCHR6_MHC_MCF_CTG1	protein_coding	7932
37.45	116085016	116412762	5	protein_coding	51397
50.06	704970	706641	HSCHR6_MHC_APD_CTG1	protein_coding	442194
45.72	922380	937746	HSCHR6_MHC_MCF_CTG1	protein_coding	4340
42.66	1545887	1582225	HSCHR6_MHC_QBL_CTG1	lncRNA	414777
56.10	2005896	2017402	HSCHR6_MHC_APD_CTG1	protein_coding	170954
40.17	24542952	24545946	9	protein_coding	100129669
52.86	3190275	3195522	HSCHR6_MHC_APD_CTG1	protein_coding	4758
52.86	3113631	3118878	HSCHR6_MHC_QBL_CTG1	protein_coding	4758
53.77	3095411	3097463	HSCHR6_MHC_APD_CTG1	protein_coding	401251
62.90	183097017	183099199	4	lncRNA	152641
48.29	937766	946481	HSCHR6_MHC_MCF_CTG1	protein_coding	346171
45.37	42924132	42937207	19	protein_coding	5676
45.76	1407074	1416062	HSCHR6_MHC_QBL_CTG1	protein_coding	10107
50.44	4150074	4158843	HSCHR6_MHC_APD_CTG1	protein_coding	6890
38.92	182143987	182803024	4	protein_coding	55714
59.31	985480	988541	HSCHR6_MHC_MCF_CTG1	protein_coding	3134
38.25	78229599	78369464	1	lncRNA	149047
50.88	2032572	2042688	HSCHR6_MHC_APD_CTG1	lncRNA	106478956
45.26	366530	367468	HSCHR6_MHC_QBL_CTG1	unprocessed_pseudogene	442185
43.52	821307	825621	HSCHR6_MHC_APD_CTG1	protein_coding	10537
61.79	2913134	2915101	HSCHR6_MHC_APD_CTG1	protein_coding	4050
37.56	3613550	3616725	HSCHR6_MHC_QBL_CTG1	lncRNA	414764
42.97	2524921	2612898	HSCHR6_MHC_QBL_CTG1	protein_coding	3106
42.05	3726194	3739359	HSCHR6_MHC_APD_CTG1	protein_coding	56244
38.96	112486827	112669397	9	protein_coding	158405
53.81	3110129	3128564	HSCHR6_MHC_APD_CTG1	protein_coding	7407
54.68	1008197	1011775	HSCHR6_MHC_MCF_CTG1	lncRNA	285830
54.42	49032	62237	HSCHRX_3_CTG3	protein_coding	10084
51.67	2416574	2422248	HSCHR6_MHC_QBL_CTG1	protein_coding	6941
48.55	54641754	54710266	1	protein_coding	374977
48.40	2094625	2103263	HSCHR6_MHC_QBL_CTG1	lncRNA	105375014
56.41	1089438	1093596	HSCHR6_MHC_MCF_CTG1	protein_coding	3135
48.17	3053222	3062802	HSCHR6_MHC_QBL_CTG1	protein_coding	57819
38.30	121292681	121313410	11	protein_coding	6309
41.46	119268692	119399688	5	protein_coding	25816
46.18	1360387	1369865	HSCHR6_MHC_QBL_CTG1	lncRNA	104533120
51.90	55262223	55280381	19	protein_coding	23640
33.38	151873643	151884619	3	protein_coding	56670
49.87	3153757	3201649	HSCHR6_MHC_QBL_CTG1	protein_coding	717
42.71	183797692	184023526	4	protein_coding	56977
39.08	113038377	113056759	9	protein_coding	7539
43.33	2885296	3013144	18	protein_coding	9663
51.48	3510956	3513395	HSCHR6_MHC_APD_CTG1	protein_coding	6048
43.36	95972662	95996365	12	protein_coding	3034
48.12	3130007	3139596	HSCHR6_MHC_APD_CTG1	protein_coding	57819
57.95	1286636	1289979	HSCHR6_MHC_MCF_CTG1	protein_coding	3105
50.63	24299850	24309124	14	protein_coding	161424
52.95	52282	56978	HSCHRX_3_CTG3	protein_coding	10245
41.35	722841	729989	HSCHR6_MHC_APD_CTG1	protein_coding	26716
63.13	30192932	30194306	16	protein_coding	654483
63.13	30192932	30194306	16	protein_coding	552900
51.48	1319165	1322464	HSCHR6_MHC_MCF_CTG1	lncRNA	10255
59.77	3148086	3150568	HSCHR6_MHC_APD_CTG1	protein_coding	3303
39.55	138494344	138594538	3	protein_coding	80321
41.59	1345067	1405733	HSCHR6_MHC_MCF_CTG1	lncRNA	80862
55.42	129608884	129636135	9	protein_coding	28989
55.92	3497184	3500883	HSCHR6_MHC_APD_CTG1	protein_coding	80864
36.76	176319966	176332245	4	protein_coding	60559
56.85	30193892	30204310	16	lncRNA	100526830
52.04	62015	70793	HSCHRX_3_CTG3	protein_coding	7355
51.58	162112	162904	HSCHR6_MHC_QBL_CTG1	lncRNA	414760
41.24	80626226	80654983	5	protein_coding	1719
45.93	682752	683698	HSCHR6_MHC_QBL_CTG1	unprocessed_pseudogene	26530
53.06	2049704	2054929	HSCHR6_MHC_APD_CTG1	protein_coding	203068
57.67	2369222	2370558	HSCHR6_MHC_QBL_CTG1	protein_coding	29113
55.68	97020396	97024950	7	protein_coding	1749
50.14	2908235	2914028	HSCHR6_MHC_QBL_CTG1	protein_coding	55937
38.40	3648978	3704153	HSCHR6_MHC_APD_CTG1	protein_coding	10665
41.46	1402992	1408999	HSCHR6_MHC_MCF_CTG1	protein_coding	30834
49.73	2455784	2461996	HSCHR6_MHC_QBL_CTG1	lncRNA	253018
46.77	2266087	2291039	HSCHR6_MHC_QBL_CTG1	lncRNA	100507679
47.61	188139441	188147743	4	protein_coding	339976
48.68	3065448	3070893	HSCHR6_MHC_QBL_CTG1	protein_coding	3305
40.15	50494018	50546708	15	protein_coding	373509
49.13	1410799	1414423	HSCHR6_MHC_MCF_CTG1	protein_coding	6992
45.00	4239474	4257972	HSCHR6_MHC_APD_CTG1	protein_coding	3109
44.66	168584	189571	HSCHR6_MHC_QBL_CTG1	protein_coding	5987
53.50	72017	77859	HSCHRX_3_CTG3	protein_coding	11040
35.92	121348878	121396364	7	protein_coding	10447
49.92	80859	117221	HSCHRX_3_CTG3	protein_coding	55593
56.23	1414356	1419977	HSCHR6_MHC_MCF_CTG1	protein_coding	80352
51.85	2844718	2848806	HSCHR6_MHC_QBL_CTG1	protein_coding	259197
47.04	1446972	1457179	HSCHR6_MHC_MCF_CTG1	protein_coding	11074
42.65	1394224	1406831	HSCHR6_MHC_APD_CTG1	protein_coding	135644
38.51	67796054	67825562	2	lncRNA	101927701
47.60	1870881	1883062	HSCHR6_MHC_APD_CTG1	protein_coding	2794
44.32	1581554	1598811	HSCHR6_MHC_QBL_CTG1	protein_coding	56658
46.09	1449315	1458797	HSCHR6_MHC_MCF_CTG1	lncRNA	104533120
53.58	120213	130679	HSCHRX_3_CTG3	protein_coding	3750
38.78	147480917	147544954	4	protein_coding	1909
42.61	1480197	1492817	HSCHR6_MHC_MCF_CTG1	protein_coding	135644
50.39	133840631	133845538	11	protein_coding	219938
50.51	4145582	4149568	HSCHR6_MHC_APD_CTG1	protein_coding	5696
45.70	1496020	1505011	HSCHR6_MHC_MCF_CTG1	protein_coding	10107
47.10	1507279	1516769	HSCHR6_MHC_MCF_CTG1	protein_coding	89870
42.62	1620298	1656640	HSCHR6_MHC_APD_CTG1	lncRNA	414777
55.54	3264389	3309322	HSCHR6_MHC_QBL_CTG1	protein_coding	7148
47.15	58278966	58315197	19	lncRNA	108903150
50.22	132555	161100	HSCHRX_3_CTG3	protein_coding	56850
46.83	1528484	1557367	HSCHR6_MHC_MCF_CTG1	protein_coding	7726
51.49	3089204	3095756	HSCHR6_MHC_APD_CTG1	protein_coding	4439
55.63	96497646	96508109	2	protein_coding	93082
46.14	22520995	22527949	19	lncRNA	101929124
41.34	130672956	130717352	11	lncRNA	283171
56.21	1325430	1331006	HSCHR6_MHC_QBL_CTG1	protein_coding	80352
35.73	123113531	123199972	7	protein_coding	6561
38.89	50552473	50686797	15	protein_coding	54822
55.70	24305734	24312053	14	protein_coding	56413
57.83	30350773	30355308	16	protein_coding	10421
41.59	29205320	29213151	19	protein_coding	7386
53.00	26562585	26579532	2	protein_coding	339778
55.48	1833523	1838261	HSCHR6_MHC_MCF_CTG1	protein_coding	3133
55.45	1744563	1749301	HSCHR6_MHC_QBL_CTG1	protein_coding	3133
43.07	49289638	49325215	19	protein_coding	28968
46.81	126423358	127003460	11	protein_coding	84623
53.67	24311450	24318036	14	protein_coding	1241
48.86	2029312	2047393	HSCHR6_MHC_APD_CTG1	protein_coding	9656
49.56	1885423	1901220	HSCHR6_MHC_MCF_CTG1	protein_coding	2794
37.24	50713526	50773033	6	protein_coding	83741
43.76	100427143	100451734	9	protein_coding	91283
45.62	377476	378411	HSCHR6_MHC_QBL_CTG1	protein_coding	442186
46.69	1196218	1264879	HSCHR6_MHC_QBL_CTG1	protein_coding	3105
44.95	1900932	1907769	HSCHR6_MHC_MCF_CTG1	protein_coding	80742
