"peak","THL60-Rep1","THL60-Rep2","THL60-Rep3","T3h-Neu-Rep1","T3h-Neu-Rep2","T3h-Neu-Rep3","T6h-Neu-Rep1","T6h-Neu-Rep2","T6h-Neu-Rep3","T12h-Neu-Rep1","T12h-Neu-Rep2","T12h-Neu-Rep3"
"chr4_55345999_55346827",46,55,23,0,20,35,16,38,0,10,1,48
"chr4_55395304_55396338",80,75,33,0,31,68,32,57,0,14,3,79
"chr4_55545749_55546354",20,20,10,0,11,24,10,17,0,4,2,22
"chr4_55546503_55547240",58,38,19,0,22,26,22,36,0,5,1,43
"chr4_55853298_55853921",71,36,19,2,13,42,21,35,1,12,2,38
"chr4_55947368_55947647",15,10,6,0,4,11,5,8,0,1,0,2
"chr4_55948509_55949298",88,64,36,1,31,59,21,53,1,11,5,72
"chr4_56048499_56049675",13,28,8,1,19,24,7,10,0,3,1,21
"chr4_56181081_56181643",40,28,21,2,9,23,9,17,0,2,1,21
"chr4_56301313_56301903",7,6,4,2,9,14,5,7,1,2,0,11
"chr4_56386959_56387709",65,44,18,1,23,35,19,32,0,9,3,52
"chr4_56435345_56436541",193,142,63,2,58,112,75,145,0,24,8,159
"chr4_56467292_56467886",28,21,6,0,12,19,7,12,0,5,0,20
"chr4_56803380_56803925",12,6,7,0,7,10,2,8,0,1,0,11
"chr4_56863680_56864190",7,7,4,2,5,10,4,8,1,2,0,10
"chr4_56907450_56908008",17,16,8,2,12,15,5,10,0,2,3,16
"chr4_56908085_56909031",25,29,17,1,15,23,12,28,0,4,0,34
"chr4_56958077_56958673",52,42,19,3,19,28,18,24,0,6,1,28
"chr4_56977149_56977992",86,61,34,1,23,43,24,44,0,14,1,64
"chr4_56978536_56979038",29,18,10,0,17,28,14,19,0,4,1,22
"chr4_57051017_57051534",14,10,3,0,5,11,4,5,0,1,0,6
"chr4_57071218_57071815",21,10,6,0,7,12,3,10,1,2,1,12
"chr4_57110444_57111430",103,85,35,0,11,38,21,34,0,9,1,44
"chr4_57163484_57164393",91,54,25,1,19,34,21,33,0,8,2,38
"chr4_57182513_57183012",19,8,3,1,9,13,8,7,1,3,2,13
"chr4_57214335_57215054",46,36,9,0,10,15,6,13,0,3,1,22
"chr4_57943645_57944144",36,11,3,0,6,12,7,12,0,3,1,13
"chr4_59018629_59019214",26,10,6,0,5,11,5,7,0,2,1,9
"chr4_59091070_59091719",24,9,4,0,4,7,5,10,0,2,1,12
"chr4_60200938_60201499",28,14,5,0,2,7,5,12,0,2,0,13
"chr4_60463843_60464634",45,25,9,3,5,12,10,12,2,4,1,19
"chr4_60805625_60806162",22,11,4,0,4,12,7,9,0,1,0,13
"chr4_61200521_61201766",47,27,16,0,12,24,13,20,0,4,1,15
"chr4_61273147_61273762",79,59,22,0,12,33,25,35,0,7,2,40
"chr4_61467994_61468603",81,59,16,0,11,26,17,27,0,6,2,28
"chr4_61572050_61572658",33,23,6,1,4,9,5,15,0,2,1,9
"chr4_61877592_61878416",64,45,20,0,10,26,13,20,0,3,1,25
"chr4_62513223_62513823",31,18,7,0,4,8,4,7,0,2,0,8
"chr4_62517653_62518168",31,21,4,0,4,17,6,12,0,1,0,17
"chr4_62621996_62622522",38,21,5,0,4,10,9,15,0,2,1,13
"chr4_62709622_62710128",22,14,5,0,3,8,6,10,0,1,0,10
"chr4_62814421_62815089",62,36,14,0,6,15,13,27,0,6,2,25
"chr4_63459269_63459883",98,46,17,0,4,12,20,35,0,6,2,34
"chr4_63505561_63506157",34,24,4,0,3,5,4,8,0,2,1,9
"chr4_64158653_64159396",48,18,9,0,4,4,11,16,0,4,0,20
"chr4_64360362_64361192",16,6,5,2,7,12,5,8,0,4,0,9
"chr4_64538108_64538627",15,7,3,0,2,2,2,7,0,0,0,5
"chr4_64539160_64539671",32,15,3,0,1,8,11,15,0,2,1,11
"chr4_65670088_65670794",31,16,8,0,7,10,9,14,0,5,1,17
"chr4_65791666_65792367",19,26,8,0,5,12,3,9,1,3,0,9
"chr4_66594514_66595034",42,24,4,0,0,9,10,15,0,1,0,12
"chr4_66688627_66689132",16,9,5,1,4,4,3,7,0,0,0,8
"chr4_66949297_66949899",56,31,12,1,5,15,17,21,0,2,1,28
"chr4_67160386_67160934",32,20,6,0,8,16,5,11,0,4,1,21
"chr4_67288812_67289378",19,12,7,0,4,7,10,10,1,1,0,14
"chr4_67545197_67545887",158,107,53,0,24,69,41,90,0,18,4,89
"chr4_67558429_67559025",24,16,5,0,1,8,3,5,0,2,0,9
"chr4_67575236_67575831",28,22,8,0,3,10,5,12,0,3,1,14
"chr4_67637990_67638582",37,18,14,0,5,12,7,9,0,2,0,9
"chr4_67700671_67701557",119,78,38,1,30,60,37,68,0,17,4,88
"chr4_67886132_67886710",26,20,7,3,4,8,5,8,0,3,1,7
"chr4_68349689_68350434",96,47,27,0,9,27,21,44,0,6,1,36
"chr4_68373639_68373892",4,4,4,0,2,3,2,6,0,0,0,6
"chr4_68864367_68864886",18,9,4,0,2,8,6,7,0,1,0,5
"chr4_69239492_69240253",21,10,5,1,4,4,3,4,0,0,0,6
"chr4_69309323_69309999",42,26,15,0,5,12,6,8,1,2,1,6
"chr4_69317637_69318356",32,12,6,1,3,9,8,12,1,1,0,10
"chr4_69343786_69344325",11,7,4,0,1,3,3,2,0,0,0,3
"chr4_69522521_69523026",17,9,5,1,3,4,2,4,0,2,0,4
"chr4_69546020_69546595",49,24,12,0,7,19,8,10,0,4,1,15
"chr4_69713532_69714067",41,22,8,0,4,14,5,12,0,1,1,15
"chr4_69749674_69750258",37,24,8,0,4,14,7,13,1,1,0,16
"chr4_69751002_69751649",41,20,9,0,2,14,4,11,0,4,2,10
"chr4_69760451_69761004",29,16,8,0,4,7,6,8,1,1,0,9
"chr4_69823227_69823810",32,20,7,0,6,18,11,14,0,3,2,22
"chr4_69831613_69832237",184,103,42,0,19,48,38,66,0,9,3,54
"chr4_69881105_69881604",13,4,3,1,4,9,4,6,0,2,0,9
"chr4_69984025_69984594",16,9,5,0,6,13,4,9,0,2,1,13
"chr4_70038776_70039621",16,7,7,0,11,12,5,11,0,2,0,12
"chr4_70687927_70688699",252,172,60,2,44,82,77,104,0,28,4,129
"chr4_70705064_70706029",68,51,20,4,14,28,12,23,0,8,1,34
"chr4_70734466_70735033",53,29,14,0,10,19,8,18,0,5,1,26
"chr4_70739551_70739871",10,5,4,0,2,4,1,4,0,0,0,5
"chr4_70838773_70840236",98,82,36,1,26,60,36,56,2,15,1,73
"chr4_70891977_70892845",25,13,7,0,9,20,7,14,0,4,1,13
"chr4_70901848_70902985",50,27,12,0,12,25,10,23,0,5,3,31
"chr4_70948643_70949142",10,5,4,0,6,6,1,8,0,1,0,9
"chr4_70993188_70993904",71,53,28,1,16,34,21,42,1,7,0,40
"chr4_71066798_71067299",16,11,5,0,3,7,4,6,0,1,1,4
"chr4_71186712_71187256",26,15,4,0,1,13,5,9,1,0,1,11
"chr4_71229637_71230283",14,9,4,0,4,5,4,3,0,1,1,7
"chr4_71259949_71260506",35,25,7,0,5,12,11,17,0,3,1,16
"chr4_71338826_71339359",13,7,4,0,4,11,8,9,0,4,0,16
"chr4_71480796_71481492",15,7,5,2,7,9,3,11,0,4,0,7
"chr4_72295828_72296386",18,9,5,0,3,8,7,10,1,3,0,13
"chr4_72302849_72303556",30,17,7,1,7,11,6,9,0,1,0,16
"chr4_72505177_72505890",33,19,6,0,13,25,10,19,0,3,2,24
"chr4_72531599_72532264",13,7,4,2,9,9,3,9,0,1,0,6
"chr4_72568109_72568660",22,11,7,1,4,9,5,7,0,5,0,10
"chr4_72568900_72569414",28,13,5,1,3,10,7,7,0,1,2,12
"chr4_72665475_72666037",30,21,4,0,5,7,4,8,0,3,0,8
"chr4_72828066_72828817",83,37,11,2,6,16,14,16,1,6,3,22
"chr4_72846383_72846924",46,15,8,0,6,14,14,22,1,7,0,28
"chr4_72918416_72918981",34,15,5,0,4,8,5,13,0,0,0,9
"chr4_72919806_72920363",29,18,4,0,4,8,3,7,0,2,1,8
"chr4_73069235_73070131",288,201,92,0,50,119,88,141,0,35,8,191
"chr4_73222765_73223374",54,41,9,1,15,29,13,28,0,5,4,29
"chr4_73258441_73259440",110,75,27,0,25,50,25,48,0,14,3,63
"chr4_73308144_73308777",12,10,5,0,9,8,4,7,0,1,0,13
"chr4_73541038_73541541",9,5,4,1,4,10,2,3,0,2,0,8
"chr4_73620300_73620805",10,6,3,0,5,8,1,5,0,4,1,11
"chr4_73704448_73705017",34,30,12,0,13,20,10,13,0,2,1,15
"chr4_73730820_73731319",14,7,7,0,7,10,3,9,0,2,0,10
"chr4_73731954_73732526",29,27,13,0,15,21,11,20,0,5,1,17
"chr4_73740257_73740813",14,11,9,2,9,12,4,8,1,1,0,13
"chr4_73762255_73762926",20,9,9,0,5,20,5,6,0,3,1,11
"chr4_73847290_73847942",10,11,5,0,6,15,4,12,0,3,1,10
"chr4_73872757_73873331",21,12,6,0,10,14,3,5,0,0,1,16
"chr4_74038372_74039064",29,22,7,1,14,15,6,14,0,5,0,17
"chr4_74078938_74079496",9,7,6,1,6,7,1,4,0,2,1,7
"chr4_74098880_74099570",39,28,10,0,13,22,8,25,0,2,0,31
"chr4_74108889_74109465",15,6,8,0,4,8,1,6,0,1,1,9
"chr4_74157654_74158310",61,41,21,0,13,27,19,36,0,10,2,47
"chr4_74431075_74431583",19,10,6,0,4,11,2,3,0,0,0,8
"chr4_74444777_74445761",72,41,23,0,18,28,16,34,1,13,4,57
"chr4_74624638_74625165",25,22,7,0,8,24,5,16,0,3,1,16
"chr4_74628744_74629289",24,16,6,0,8,14,7,12,0,3,0,13
"chr4_74632539_74633078",24,28,8,1,12,23,10,13,0,3,0,14
"chr4_75035966_75036567",35,26,6,0,7,12,7,13,0,2,0,13
"chr4_75514143_75514918",99,70,33,0,26,53,35,61,0,16,5,73
"chr4_75573366_75573966",25,18,10,0,9,20,6,14,0,4,1,25
"chr4_75672953_75673825",97,64,33,0,28,59,23,61,1,12,4,78
"chr4_75698329_75698927",14,9,5,2,5,11,3,11,1,2,1,11
"chr4_75723911_75724876",103,67,33,0,28,60,29,66,0,11,4,79
"chr4_75841417_75841916",9,4,3,0,3,7,2,3,0,1,1,5
"chr4_75901336_75901858",9,14,4,2,3,8,3,6,1,1,0,12
"chr4_75939615_75940511",18,12,8,2,11,23,3,10,1,3,0,23
"chr4_75940534_75941267",21,17,14,1,14,22,11,21,3,5,1,25
"chr4_75990686_75991282",25,16,11,1,13,22,7,22,1,2,1,20
"chr4_76090109_76090779",24,18,6,0,9,25,5,20,0,4,0,18
"chr4_76147757_76148754",54,35,27,0,24,42,21,37,0,10,1,43
"chr4_76213372_76214420",24,32,12,2,20,38,13,24,1,6,3,37
"chr4_76306050_76306822",27,19,10,0,9,23,8,13,0,4,1,26
"chr4_76386840_76387357",14,13,6,1,3,10,3,5,0,2,0,11
"chr4_76949244_76950096",23,19,11,2,10,23,4,17,0,3,2,23
"chr4_77075817_77076570",59,44,26,0,22,45,23,40,0,11,4,61
"chr4_77092805_77093430",18,10,5,0,9,12,2,8,0,1,1,10
"chr4_77126738_77127594",20,15,5,2,10,19,6,12,0,7,2,16
"chr4_77156506_77157179",62,55,29,1,25,58,28,47,0,12,3,63
"chr4_77193419_77193931",22,15,7,0,6,19,5,12,0,2,2,14
"chr4_77734834_77735394",20,13,9,0,7,9,9,8,0,4,4,15
"chr4_77817986_77818485",22,17,8,2,11,18,7,12,2,4,1,23
"chr4_77819887_77820590",39,39,23,0,17,18,14,22,1,5,2,41
"chr4_77853007_77853623",18,6,9,1,6,14,3,10,0,1,1,12
"chr4_77862437_77863097",68,40,22,2,28,49,23,41,0,8,4,43
"chr4_78320220_78320871",17,5,6,1,4,10,6,10,1,4,1,13
"chr4_78610435_78610954",9,13,4,0,4,9,4,4,0,0,0,8
"chr4_78645647_78646370",18,11,6,1,8,15,2,6,0,0,1,11
"chr4_78656824_78657404",31,24,11,0,9,21,7,9,2,2,0,14
"chr4_78657924_78658522",24,24,11,0,11,32,6,20,0,1,1,28
"chr4_78666635_78667345",11,8,6,0,7,8,2,7,0,2,0,7
"chr4_78749866_78750470",24,16,5,1,7,13,7,9,0,4,1,10
"chr4_78775483_78776818",40,31,20,1,25,39,18,39,1,4,1,44
"chr4_78938926_78939767",25,29,13,0,14,18,14,26,1,2,0,24
"chr4_79165175_79165749",13,7,5,1,6,10,4,3,0,0,1,17
"chr4_79209966_79210722",70,39,19,1,11,33,15,30,0,8,3,38
"chr4_79249792_79250328",30,16,13,0,9,19,5,12,0,5,0,19
"chr4_79578503_79579021",24,15,6,1,5,11,7,16,0,4,1,22
"chr4_79603608_79604172",18,10,4,0,5,9,9,5,0,3,0,10
"chr4_79678355_79678888",9,8,4,0,2,10,1,5,0,0,0,4
"chr4_80016912_80017931",55,43,13,0,7,22,11,20,1,5,1,20
"chr4_80058670_80059209",24,15,8,0,8,13,9,11,0,1,1,10
"chr4_80072837_80073735",82,60,28,0,24,53,25,51,2,15,2,66
"chr4_80079407_80080005",21,15,7,0,3,7,3,5,0,1,0,9
"chr4_80183732_80184519",32,24,11,1,9,29,9,17,0,2,1,41
"chr4_80202106_80203559",70,68,31,1,22,33,13,38,0,9,2,51
"chr4_80266323_80267213",66,40,16,0,11,29,15,24,0,6,1,33
"chr4_80335469_80336183",71,32,14,0,9,20,17,27,0,9,2,35
"chr4_80592670_80593408",24,8,4,0,2,10,4,7,0,3,0,12
"chr4_80913334_80913877",16,6,4,0,2,5,3,5,0,0,0,4
"chr4_80989836_80990408",22,13,6,1,8,13,13,7,0,1,1,12
"chr4_81030422_81031417",28,16,8,2,10,19,7,15,0,3,0,19
"chr4_81421307_81421923",58,32,13,1,8,24,14,27,0,4,2,17
"chr4_81471428_81472422",98,67,30,1,23,41,26,47,0,16,1,66
"chr4_81491924_81492455",44,31,12,0,4,25,11,24,0,6,1,22
"chr4_81505100_81505720",18,12,8,0,4,9,5,6,0,2,0,8
"chr4_81635613_81636195",26,13,6,1,5,9,4,12,0,2,1,16
"chr4_81747193_81747746",23,14,6,0,8,13,10,13,0,2,0,17
"chr4_81844624_81845132",13,9,3,2,7,8,7,9,1,2,0,9
"chr4_81884926_81885432",17,5,5,0,5,8,3,5,0,1,2,7
"chr4_81983034_81983627",9,6,6,1,8,8,2,5,1,1,0,8
"chr4_82044178_82044767",26,17,10,0,8,17,10,19,0,0,1,24
"chr4_82223637_82224221",51,34,13,1,7,22,15,25,0,4,0,18
"chr4_82267898_82268994",70,37,18,2,17,28,17,26,1,6,2,38
"chr4_82284732_82285328",143,83,46,0,29,68,50,84,0,18,7,95
"chr4_82373731_82374584",181,116,54,2,40,90,58,105,0,21,4,114
"chr4_82429150_82429805",47,30,15,0,22,44,24,42,0,9,4,61
"chr4_82430144_82430826",87,55,24,2,23,46,24,61,1,12,5,63
"chr4_82651934_82652552",26,15,4,1,4,13,3,8,0,1,0,9
"chr4_82739073_82739749",14,9,4,0,12,16,7,10,0,1,0,19
"chr4_82890736_82891542",99,62,28,0,35,56,37,63,0,12,3,89
"chr4_82900337_82901064",123,99,44,2,36,72,47,88,1,22,6,119
"chr4_83012626_83013414",67,53,27,2,36,48,26,58,0,11,4,75
"chr4_83034665_83035535",126,99,47,0,48,89,46,98,0,18,6,132
"chr4_83110270_83110899",17,13,6,0,13,19,5,11,0,1,0,15
"chr4_83123965_83124539",29,18,11,0,14,19,8,17,0,2,2,26
"chr4_83128443_83129017",19,13,8,0,8,12,4,6,0,2,0,10
"chr4_83197726_83198324",42,29,13,0,13,32,9,25,0,4,1,34
"chr4_83217570_83218317",23,20,7,1,8,17,6,8,0,1,1,18
"chr4_83231527_83232058",43,36,12,1,18,22,10,17,0,5,1,35
"chr4_83240331_83240932",30,17,11,0,4,15,4,5,0,3,2,9
"chr4_83283969_83285544",57,52,19,2,32,51,21,40,2,10,3,51
"chr4_83320470_83320969",13,4,4,0,5,6,1,4,0,3,0,7
"chr4_83334749_83335284",9,12,4,0,11,17,3,8,0,4,0,12
"chr4_83369727_83370562",18,12,9,0,6,16,6,10,0,2,1,13
"chr4_83455605_83456238",121,93,39,0,31,72,45,66,0,9,3,69
"chr4_83484576_83485384",95,66,28,3,33,44,25,48,1,14,2,76
"chr4_83535273_83536733",65,41,20,1,21,44,11,30,1,8,2,52
"chr4_83548417_83548946",24,14,6,3,6,15,8,12,0,2,1,11
"chr4_83569937_83570482",35,24,8,1,11,20,4,7,0,3,0,14
"chr4_83618830_83619423",27,20,4,3,4,13,6,9,0,2,0,11
"chr4_83629989_83630614",54,36,18,1,11,27,16,23,1,3,1,28
"chr4_83910637_83911169",63,39,18,0,6,17,7,9,1,1,1,14
"chr4_84031284_84031850",20,11,5,2,3,11,4,12,2,1,0,13
"chr4_84503809_84504322",14,8,4,2,4,8,4,8,1,2,1,11
"chr4_84582390_84583694",64,26,15,2,9,33,13,32,1,4,4,37
"chr4_84691070_84691817",71,46,14,1,12,31,16,33,0,6,2,40
"chr4_84753243_84753782",18,18,4,0,4,10,6,9,0,1,1,9
"chr4_84944964_84945474",12,7,4,0,5,7,2,3,0,2,1,7
"chr4_84966436_84967002",64,42,19,1,18,34,17,31,0,7,1,37
"chr4_85147424_85147951",18,12,5,0,4,8,5,15,0,2,0,10
"chr4_85418027_85418555",14,7,4,1,7,10,3,5,1,1,0,8
"chr4_85474725_85475393",175,113,61,0,22,56,35,58,0,11,5,68
"chr4_85498308_85498844",62,34,12,0,9,19,13,23,0,4,1,21
"chr4_85669116_85669672",8,10,6,1,3,8,3,8,1,1,0,9
"chr4_85672898_85673431",11,10,5,0,4,6,5,3,0,1,0,7
"chr4_85681156_85681703",74,50,15,0,10,24,13,17,0,4,1,26
"chr4_85725545_85726278",59,42,14,0,9,16,12,23,0,5,1,24
"chr4_85796561_85797301",36,16,10,0,6,15,10,17,1,3,0,18
"chr4_85798257_85798793",30,18,7,1,4,8,4,5,0,0,1,5
"chr4_85842416_85842998",124,54,24,0,14,45,34,53,0,9,1,44
"chr4_85995294_85995837",8,9,3,0,6,11,6,13,0,2,0,12
"chr4_86032517_86033116",50,33,11,0,8,15,8,14,0,3,0,14
"chr4_86223367_86223977",32,11,4,1,6,14,8,16,0,2,1,20
"chr4_86359825_86360489",53,29,12,0,7,27,27,31,0,5,2,37
"chr4_86593986_86595395",58,33,16,1,13,28,14,22,2,5,1,34
"chr4_86891852_86892615",73,47,23,0,13,16,11,24,0,7,1,35
"chr4_86922230_86922834",18,14,5,0,7,13,9,12,1,2,1,22
"chr4_86927666_86928410",15,10,5,2,6,12,2,6,1,1,0,9
"chr4_86934538_86935437",70,52,28,0,28,45,30,60,0,10,5,69
"chr4_86935706_86936540",48,35,17,1,11,20,10,16,1,7,1,30
"chr4_86960694_86961490",24,13,7,1,9,13,6,9,0,0,0,16
"chr4_86961548_86962150",38,26,9,1,7,14,5,11,0,0,1,17
"chr4_86972854_86973488",26,15,5,0,5,5,4,8,0,4,0,16
"chr4_86974527_86975147",14,11,5,0,4,6,1,2,1,0,0,5
"chr4_86981653_86982185",16,12,4,1,4,9,3,7,1,3,1,6
"chr4_87006585_87007393",114,79,35,1,33,56,34,69,0,12,4,98
"chr4_87027057_87027587",26,19,8,0,4,15,5,8,0,3,0,16
"chr4_87053231_87053897",14,13,4,1,5,14,2,7,0,2,1,8
"chr4_87092660_87093242",48,37,17,0,10,18,7,15,0,4,0,16
"chr4_87093262_87093860",10,10,5,0,6,10,3,8,0,2,1,9
"chr4_87122164_87122753",21,7,7,0,5,9,2,5,0,1,0,6
"chr4_87209583_87210168",46,31,10,1,3,13,13,17,0,7,0,26
"chr4_87219694_87220795",61,53,25,2,21,43,19,35,1,6,3,44
"chr4_87390914_87391632",103,79,33,0,21,51,22,42,0,7,4,47
"chr4_87422281_87422973",67,47,24,0,18,44,18,30,0,9,1,37
"chr4_87843785_87844409",25,14,5,0,9,20,12,14,0,6,1,18
"chr4_87849542_87850100",42,26,11,0,12,22,6,21,0,2,3,16
"chr4_87896138_87896705",40,32,6,1,11,20,10,18,0,4,2,26
"chr4_87919806_87920305",9,5,4,1,4,9,2,5,0,3,0,5
"chr4_87975362_87975913",21,18,9,2,7,12,7,13,0,3,0,12
"chr4_88007181_88008071",16,23,10,0,15,20,6,15,1,1,0,18
"chr4_88012531_88013244",17,13,5,0,6,9,4,8,0,3,0,10
"chr4_88101038_88101641",8,7,5,1,3,10,5,4,0,4,0,14
"chr4_88158372_88159331",18,20,8,1,10,26,6,11,0,4,0,17
"chr4_88177921_88178741",91,67,22,0,20,38,14,31,0,11,3,28
"chr4_88284387_88285029",127,105,53,1,33,61,42,76,0,15,3,73
"chr4_88320602_88321117",27,13,4,3,12,13,6,14,0,2,2,15
"chr4_88378710_88379614",57,47,19,1,21,55,22,38,0,6,2,47
"chr4_88456753_88457621",59,43,18,1,17,36,17,23,1,7,2,43
"chr4_88523223_88524118",76,43,20,1,18,36,14,31,0,10,3,53
"chr4_88592031_88592723",84,49,25,1,23,51,21,49,1,12,2,48
"chr4_88592909_88593469",41,25,16,0,11,28,12,26,0,6,2,25
"chr4_88823043_88823612",22,12,8,1,11,9,4,10,0,1,1,8
"chr4_88858716_88859246",32,22,5,1,5,12,10,12,1,3,2,12
"chr4_89110860_89112024",135,97,40,1,16,47,22,44,0,15,5,69
"chr4_89226862_89227409",28,16,5,0,5,18,9,18,0,4,1,17
"chr4_89307444_89308054",23,14,8,0,8,18,4,11,0,1,0,22
"chr4_89316812_89317452",85,45,17,0,5,21,11,12,0,4,1,22
"chr4_89324570_89325155",65,45,16,0,11,28,14,33,0,7,1,40
"chr4_89438068_89438641",25,19,6,1,5,13,11,15,1,3,0,15
"chr4_89469973_89470539",64,38,16,0,4,19,13,20,0,2,2,13
"chr4_89829331_89829983",84,46,20,0,6,22,25,32,0,9,0,30
"chr4_89901742_89902286",26,9,5,0,4,8,8,11,0,4,0,9
"chr4_90071705_90072272",56,26,11,1,4,10,11,15,0,2,1,21
"chr4_90099703_90100271",143,93,33,2,13,56,34,67,0,13,2,74
"chr4_90126862_90127867",56,33,17,0,13,25,20,18,0,5,1,30
"chr4_90128265_90129056",42,14,9,0,10,11,8,14,0,3,1,21
"chr4_90315017_90315516",33,7,2,0,4,7,7,10,0,4,0,15
"chr4_90328459_90329024",126,72,30,0,6,11,14,29,0,5,2,23
"chr4_90419044_90419557",27,11,5,0,3,6,7,12,0,2,0,14
"chr4_91064291_91065059",30,15,5,1,3,5,5,6,1,3,1,13
"chr4_91192719_91193299",12,5,5,0,2,2,1,4,0,1,0,9
"chr4_92014008_92014550",32,17,5,2,2,4,5,5,0,1,0,12
"chr4_92104416_92104918",22,14,4,0,3,5,5,9,0,1,0,5
"chr4_92305238_92306136",52,22,8,0,14,14,8,16,0,4,1,24
"chr4_92387380_92387901",25,9,4,0,3,7,8,11,0,4,1,12
"chr4_93742946_93743455",20,12,4,1,4,7,6,6,1,2,0,7
"chr4_93764551_93765073",21,13,4,0,3,9,6,10,0,1,1,6
"chr4_93791499_93792026",25,11,3,0,2,9,7,10,0,1,0,14
"chr4_93814569_93815205",63,30,15,0,4,16,14,24,0,3,1,24
"chr4_93828359_93829713",67,40,14,1,9,29,13,18,0,4,4,28
"chr4_94207318_94208326",145,84,40,2,21,68,32,67,1,18,2,81
"chr4_94342634_94343237",23,23,6,0,4,13,3,13,0,4,0,13
"chr4_94451574_94452536",110,66,30,1,22,54,36,56,1,13,2,60
"chr4_94518862_94519507",26,15,6,1,7,16,4,9,0,1,0,14
"chr4_94520116_94520629",15,13,7,1,8,6,4,4,0,3,1,7
"chr4_94534880_94535512",28,19,7,0,11,15,11,12,0,7,0,20
"chr4_95061742_95062258",29,12,9,4,2,10,11,12,2,2,0,10
"chr4_95091244_95091773",25,15,7,0,1,7,2,4,0,2,0,9
"chr4_95129877_95130473",47,24,11,0,4,10,8,10,0,3,0,15
"chr4_95215773_95216623",75,45,9,0,5,16,12,18,0,5,0,20
"chr4_95421768_95422373",14,8,6,0,3,11,5,7,0,3,0,19
"chr4_95522595_95523288",30,21,7,0,8,13,9,8,0,3,1,16
"chr4_95549209_95549904",31,14,8,1,9,11,5,14,1,3,0,17
"chr4_95572100_95573107",51,31,13,1,7,21,14,29,3,9,0,23
"chr4_95831088_95831712",25,16,4,0,3,7,10,8,0,2,0,8
"chr4_96993500_96994158",17,8,5,1,4,9,3,11,0,2,1,7
"chr4_98143001_98143853",77,44,22,0,18,21,16,27,0,7,1,34
"chr4_98151184_98151785",23,11,6,0,4,12,4,6,1,3,0,12
"chr4_98203585_98204315",27,17,5,0,7,11,7,4,0,1,1,12
"chr4_98232097_98232716",64,47,19,0,10,29,19,22,0,7,4,24
"chr4_98260370_98261446",150,91,44,1,30,56,34,53,0,15,3,84
"chr4_98446288_98447087",59,30,9,1,9,20,5,14,1,5,1,20
"chr4_98467467_98468018",21,15,5,0,7,14,10,8,0,4,1,16
"chr4_98657857_98659075",35,27,10,0,13,27,14,21,0,4,0,29
"chr4_98663670_98664188",18,10,4,1,7,10,4,7,0,0,1,11
"chr4_98928079_98929524",149,110,49,1,39,80,46,88,1,14,4,101
"chr4_98995044_98996038",163,113,65,0,35,80,52,97,0,19,6,103
"chr4_99088300_99089226",60,33,19,2,11,26,9,28,0,3,1,27
"chr4_99504441_99505417",49,44,13,1,10,25,9,19,0,4,0,24
"chr4_99518526_99519393",17,6,6,0,4,14,2,7,0,3,0,10
"chr4_99563434_99564292",123,72,36,1,32,81,32,69,0,15,6,90
"chr4_99723442_99724043",28,15,9,0,9,21,5,19,1,4,1,17
"chr4_99816463_99817036",37,24,15,0,14,28,11,21,0,6,1,35
"chr4_99821783_99822408",34,23,12,0,7,17,8,19,0,7,1,21
"chr4_99855585_99856672",40,29,9,0,11,24,11,17,0,4,1,18
"chr4_99857323_99857563",8,8,4,0,2,3,1,2,0,1,0,3
"chr4_99894143_99894745",30,21,9,0,15,23,10,22,0,4,0,28
"chr4_99949985_99950900",99,63,30,2,39,68,42,82,0,20,4,81
"chr4_100106906_100107442",14,12,4,0,9,15,4,6,0,1,0,12
"chr4_100257512_100258057",57,30,18,2,15,31,14,30,1,5,0,28
"chr4_100593844_100594369",21,13,4,0,6,13,4,9,0,3,2,10
"chr4_100651712_100652288",18,10,6,0,6,14,4,10,0,2,0,10
"chr4_100981303_100982268",27,32,9,1,10,24,7,11,0,5,0,20
"chr4_101103319_101104098",38,28,9,0,11,19,6,14,0,4,1,18
"chr4_101347266_101348302",101,76,40,0,36,72,39,84,2,12,4,96
"chr4_101458871_101459395",11,10,3,0,7,11,2,8,0,2,0,10
"chr4_101790460_101791112",37,30,18,1,12,23,10,18,0,6,3,27
"chr4_101981699_101982320",47,29,11,0,9,18,13,20,1,3,1,26
"chr4_102344519_102345811",118,83,43,0,44,67,30,59,0,14,4,85
"chr4_102390326_102390955",40,26,13,2,9,27,11,22,0,5,0,20
"chr4_102501405_102502251",51,39,24,1,19,34,18,34,0,7,2,41
"chr4_102524941_102525589",26,15,7,0,7,16,2,11,0,3,1,13
"chr4_102574224_102574815",45,37,16,0,10,16,11,14,0,6,1,26
"chr4_102734516_102735027",26,13,4,2,7,23,13,14,0,4,1,27
"chr4_102760180_102761358",177,117,54,0,41,81,42,81,0,27,4,106
"chr4_102826897_102828467",316,204,84,0,82,151,105,186,0,44,13,223
"chr4_102868405_102869493",109,85,40,1,31,73,38,75,0,20,4,90
"chr4_103019371_103020011",53,30,15,0,14,32,16,30,0,7,4,34
"chr4_103032473_103032990",6,6,4,1,4,14,3,10,0,1,1,12
"chr4_103076029_103077016",62,57,26,1,12,39,12,27,0,7,3,42
"chr4_103099620_103100176",33,24,8,0,6,20,10,13,0,4,1,21
"chr4_103197727_103198726",142,91,32,1,19,43,34,58,0,17,2,61
